voltage,current,power
21.09,0.12,2.46
21.02,0.09,1.84
21.19,0.12,2.48
21.04,0.06,1.22
21.14,0.04,0.91
21.12,0.1,2.16
21.09,0.13,2.78
21.09,0.06,1.22
21.12,0.07,1.53
21.09,0.09,1.84
21.09,0.12,2.46
21.24,0.07,1.54
21.07,0.06,1.22
21.09,0.01,0.29
21.07,0.13,2.77
21.12,0.07,1.53
21.14,0.13,2.78
21.12,0.09,1.85
21.09,0.07,1.53
21.22,0.1,2.17
21.12,0.04,0.91
21.04,0.01,0.29
21.14,0.1,2.16
21.09,0.12,2.46
21.14,0.03,0.6
21.22,0.12,2.48
21.09,0.04,0.91
21.09,0.1,2.15
21.0,0.09,1.83
21.17,0.06,1.23
21.07,0.07,1.53
21.09,0.1,2.15
21.12,0.1,2.16
21.24,0.03,0.6
21.12,0.07,1.53
21.14,0.1,2.16
21.17,0.07,1.54
21.29,0.04,0.92
21.09,0.09,1.84
21.09,0.1,2.15
21.07,0.21,4.32
21.39,0.07,1.55
21.09,0.06,1.22
21.12,0.09,1.85
21.14,0.04,0.91
21.09,0.12,2.46
21.26,0.07,1.54
21.09,0.01,0.29
21.26,0.04,0.92
21.09,0.09,1.84
21.09,0.12,2.46
21.09,0.15,3.09
21.14,0.12,2.47
21.12,0.1,2.16
21.04,0.13,2.77
21.04,0.12,2.46
21.07,0.12,2.46
21.14,0.12,2.47
21.12,0.09,1.85
21.22,0.1,2.17
21.17,0.04,0.91
21.07,0.03,0.6
21.07,0.15,3.08
21.07,0.13,2.77
21.09,0.07,1.53
21.46,0.01,0.29
21.07,0.03,0.6
21.07,0.03,0.6
21.09,0.09,1.84
21.09,0.09,1.84
21.26,0.0,0.0
21.22,0.1,2.17
21.14,0.06,1.22
20.97,0.15,3.07
21.14,0.13,2.78
21.07,0.09,1.84
21.14,0.01,0.29
21.07,0.09,1.84
21.12,0.04,0.91
21.09,0.09,1.84
21.09,0.01,0.29
21.22,0.0,0.0
21.12,0.1,2.16
21.09,0.15,3.09
21.07,0.09,1.84
21.09,0.09,1.84
21.04,0.01,0.29
21.09,0.04,0.91
21.09,0.09,1.84
21.24,0.13,2.79
21.12,0.06,1.22
21.09,0.04,0.91
21.12,0.09,1.85
21.09,0.06,1.22
21.07,0.12,2.46
21.04,0.07,1.53
21.09,0.12,2.46
21.07,0.01,0.29
21.09,0.07,1.53
21.14,0.01,0.29
21.09,0.04,0.91
21.07,0.1,2.15
21.07,0.1,2.15
21.26,0.03,0.6
21.09,0.04,0.91
21.12,0.12,2.47
21.09,0.01,0.29
21.12,0.06,1.22
21.14,0.07,1.54
20.97,0.03,0.6
21.12,0.06,1.22
21.07,0.06,1.22
21.12,0.07,1.53
21.09,0.04,0.91
21.29,0.04,0.92
21.12,0.12,2.47
21.12,0.13,2.78
21.19,0.04,0.91
21.09,0.07,1.53
21.07,0.06,1.22
21.17,0.13,2.79
21.14,0.09,1.85
21.17,0.16,3.41
21.22,0.12,2.48
21.12,0.1,2.16
21.12,0.07,1.53
21.14,0.07,1.54
21.09,0.06,1.22
21.17,0.06,1.23
21.07,0.1,2.15
21.07,0.13,2.77
21.09,0.1,2.15
21.14,0.03,0.6
21.12,0.03,0.6
21.12,0.1,2.16
21.26,0.04,0.92
21.07,0.09,1.84
21.09,0.04,0.91
21.17,0.04,0.91
21.19,0.04,0.91
21.22,0.03,0.6
21.09,0.07,1.53
21.09,0.1,2.15
21.22,0.0,0.0
21.09,0.06,1.22
21.04,0.04,0.91
21.09,0.1,2.15
21.14,0.09,1.85
21.14,0.09,1.85
21.29,0.1,2.17
21.09,0.09,1.84
21.09,0.04,0.91
21.07,0.06,1.22
21.09,0.07,1.53
21.07,0.1,2.15
21.09,0.03,0.6
21.14,0.09,1.85
21.07,0.0,0.0
21.09,0.18,3.71
21.09,0.09,1.84
21.26,0.07,1.54
21.09,0.07,1.53
21.07,0.07,1.53
21.09,0.07,1.53
21.12,0.1,2.16
21.22,0.12,2.48
21.14,0.03,0.6
21.09,0.07,1.53
21.09,0.04,0.91
21.17,0.07,1.54
20.95,0.07,1.52
21.04,0.1,2.15
21.04,0.07,1.53
21.09,0.1,2.15
21.04,0.07,1.53
21.09,0.06,1.22
21.09,0.1,2.15
21.07,0.06,1.22
21.12,0.09,1.85
21.09,0.09,1.84
21.14,0.01,0.29
21.24,0.06,1.23
21.12,0.01,0.29
21.02,0.13,2.77
21.12,0.09,1.85
21.07,0.0,0.0
21.07,0.09,1.84
21.19,0.1,2.16
21.09,0.01,0.29
21.04,0.07,1.53
21.07,0.12,2.46
21.07,0.01,0.29
21.22,0.1,2.17
21.09,0.09,1.84
21.09,0.07,1.53
21.09,0.12,2.46
21.09,0.12,2.46
21.12,0.18,3.71
21.07,0.13,2.77
21.07,0.09,1.84
21.19,0.04,0.91
21.29,0.04,0.92
21.09,0.09,1.84
21.17,0.1,2.16
21.14,0.06,1.22
21.19,0.1,2.16
21.17,0.1,2.16
21.07,0.13,2.77
21.07,0.04,0.91
21.07,0.07,1.53
21.31,0.12,2.49
21.12,0.04,0.91
21.12,0.16,3.4
21.07,0.04,0.91
21.09,0.04,0.91
21.07,0.12,2.46
21.09,0.15,3.09
21.09,0.12,2.46
21.19,0.06,1.23
21.07,0.06,1.22
21.17,0.12,2.47
21.07,0.09,1.84
21.22,0.0,0.0
21.26,0.04,0.92
21.07,0.13,2.77
21.04,0.04,0.91
21.07,0.09,1.84
21.17,0.06,1.23
21.09,0.04,0.91
21.14,0.07,1.54
21.09,0.06,1.22
21.14,0.13,2.78
21.12,0.16,3.4
21.19,0.0,0.0
21.09,0.06,1.22
21.12,0.07,1.53
21.09,0.09,1.84
21.09,0.12,2.46
21.07,0.07,1.53
21.09,0.03,0.6
21.09,0.13,2.78
21.07,0.13,2.77
21.09,0.1,2.15
21.09,0.19,4.02
21.04,0.04,0.91
21.09,0.03,0.6
21.09,0.09,1.84
21.07,0.07,1.53
21.12,0.1,2.16
21.09,0.12,2.46
21.09,0.06,1.22
21.14,0.12,2.47
21.09,0.07,1.53
21.17,0.16,3.41
21.07,0.09,1.84
21.09,0.13,2.78
21.04,0.18,3.7
21.07,0.07,1.53
21.09,0.07,1.53
21.24,0.1,2.17
21.09,0.1,2.15
21.09,0.12,2.46
21.09,0.06,1.22
21.07,0.04,0.91
21.14,0.12,2.47
21.19,0.1,2.16
21.12,0.13,2.78
21.09,0.1,2.15
21.09,0.03,0.6
21.22,0.04,0.92
21.09,0.04,0.91
21.12,0.1,2.16
21.12,0.09,1.85
21.04,0.07,1.53
21.07,0.09,1.84
21.09,0.12,2.46
21.09,0.06,1.22
21.22,0.12,2.48
21.09,0.13,2.78
21.12,0.06,1.22
21.14,0.04,0.91
21.12,0.1,2.16
21.09,0.07,1.53
21.09,0.04,0.91
21.09,0.06,1.22
21.12,0.06,1.22
21.02,0.0,0.0
21.14,0.09,1.85
21.09,0.09,1.84
21.12,0.04,0.91
21.12,0.03,0.6
21.07,0.15,3.08
21.09,0.04,0.91
21.07,0.1,2.15
21.07,0.18,3.7
21.09,0.12,2.46
21.09,0.06,1.22
21.17,0.07,1.54
21.09,0.15,3.09
21.14,0.01,0.29
21.09,0.1,2.15
21.19,0.12,2.48
21.17,0.1,2.16
21.07,0.06,1.22
21.07,0.01,0.29
21.29,0.0,0.0
21.09,0.09,1.84
21.09,0.04,0.91
21.12,0.07,1.53
21.26,0.12,2.48
21.07,0.09,1.84
21.09,0.07,1.53
21.09,0.18,3.71
21.24,0.06,1.23
21.12,0.09,1.85
21.04,0.1,2.15
21.31,0.1,2.18
21.12,0.06,1.22
21.17,0.12,2.47
21.22,0.1,2.17
21.09,0.04,0.91
21.09,0.12,2.46
21.22,0.13,2.79
21.07,0.0,0.0
21.17,0.12,2.47
21.07,0.13,2.77
21.14,0.06,1.22
21.09,0.1,2.15
21.09,0.16,3.4
21.12,0.07,1.53
21.09,0.03,0.6
21.07,0.12,2.46
21.07,0.06,1.22
21.09,0.09,1.84
21.12,0.07,1.53
21.22,0.12,2.48
21.14,0.12,2.47
21.22,0.07,1.54
21.09,0.12,2.46
21.09,0.09,1.84
21.12,0.09,1.85
21.26,0.01,0.29
21.24,0.09,1.86
21.19,0.06,1.23
21.12,0.12,2.47
21.17,0.03,0.6
21.12,0.07,1.53
21.14,0.09,1.85
21.14,0.15,3.09
21.12,0.1,2.16
21.09,0.1,2.15
21.19,0.07,1.54
21.09,0.06,1.22
21.24,0.06,1.23
21.19,0.12,2.48
21.14,0.07,1.54
21.14,0.13,2.78
21.19,0.16,3.41
21.07,0.07,1.53
21.04,0.06,1.22
21.07,0.07,1.53
21.07,0.1,2.15
21.07,0.1,2.15
21.04,0.13,2.77
21.09,0.07,1.53
21.07,0.07,1.53
21.09,0.09,1.84
21.12,0.13,2.78
21.09,0.03,0.6
21.24,0.04,0.92
21.12,0.13,2.78
21.19,0.12,2.48
21.09,0.09,1.84
21.12,0.1,2.16
21.31,0.07,1.55
21.19,0.07,1.54
21.12,0.01,0.29
21.12,0.07,1.53
21.04,0.1,2.15
21.07,0.07,1.53
21.07,0.07,1.53
21.07,0.01,0.29
21.09,0.15,3.09
21.22,0.01,0.29
21.14,0.06,1.22
21.17,0.01,0.29
21.14,0.06,1.22
21.17,0.06,1.23
21.22,0.09,1.85
21.07,0.09,1.84
21.07,0.09,1.84
21.22,0.09,1.85
21.17,0.09,1.85
21.17,0.03,0.6
21.14,0.12,2.47
21.09,0.04,0.91
21.24,0.0,0.0
21.07,0.09,1.84
21.19,0.09,1.85
21.22,0.06,1.23
21.19,0.06,1.23
21.0,0.07,1.53
21.14,0.13,2.78
21.14,0.12,2.47
21.17,0.09,1.85
21.24,0.12,2.48
20.95,0.09,1.83
21.14,0.09,1.85
21.07,0.03,0.6
21.12,0.15,3.09
21.22,0.09,1.85
21.12,0.1,2.16
21.12,0.06,1.22
21.17,0.04,0.91
21.14,0.13,2.78
21.17,0.1,2.16
21.07,0.09,1.84
21.09,0.04,0.91
21.07,0.15,3.08
21.22,0.04,0.92
21.09,0.07,1.53
21.07,0.07,1.53
21.26,0.1,2.17
21.07,0.15,3.08
21.39,0.04,0.92
21.09,0.07,1.53
21.09,0.04,0.91
21.09,0.01,0.29
21.04,0.1,2.15
21.09,0.06,1.22
21.12,0.12,2.47
21.07,0.1,2.15
21.07,0.01,0.29
21.17,0.09,1.85
21.07,0.09,1.84
21.19,0.1,2.16
21.12,0.1,2.16
21.19,0.1,2.16
21.12,0.01,0.29
21.09,0.03,0.6
21.09,0.04,0.91
21.19,0.1,2.16
21.12,0.09,1.85
21.09,0.06,1.22
21.14,0.12,2.47
21.12,0.04,0.91
21.12,0.04,0.91
21.29,0.0,0.0
21.14,0.18,3.72
21.09,0.16,3.4
21.12,0.1,2.16
21.07,0.03,0.6
21.17,0.12,2.47
21.09,0.12,2.46
21.31,0.09,1.86
21.26,0.09,1.86
21.34,0.1,2.18
21.09,0.15,3.09
21.12,0.04,0.91
21.09,0.1,2.15
21.07,0.01,0.29
21.09,0.09,1.84
21.12,0.07,1.53
21.09,0.07,1.53
21.12,0.1,2.16
21.34,0.09,1.86
21.12,0.12,2.47
21.07,0.06,1.22
21.24,0.04,0.92
21.07,0.07,1.53
21.29,0.03,0.61
21.22,0.04,0.92
21.14,0.09,1.85
21.12,0.1,2.16
21.12,0.12,2.47
21.12,0.06,1.22
21.07,0.04,0.91
21.29,0.15,3.12
21.07,0.07,1.53
21.07,0.04,0.91
21.24,0.0,0.0
21.12,0.04,0.91
21.17,0.07,1.54
21.19,0.12,2.48
21.07,0.0,0.0
21.17,0.1,2.16
21.07,0.07,1.53
21.26,0.04,0.92
21.14,0.06,1.22
21.24,0.09,1.86
21.24,0.03,0.6
21.22,0.07,1.54
21.07,0.04,0.91
21.0,0.12,2.45
21.07,0.12,2.46
21.19,0.12,2.48
21.09,0.07,1.53
21.09,0.1,2.15
21.09,0.09,1.84
21.09,0.09,1.84
21.09,0.12,2.46
21.12,0.04,0.91
21.07,0.12,2.46
21.04,0.12,2.46
21.14,0.09,1.85
21.09,0.04,0.91
21.12,0.12,2.47
21.19,0.06,1.23
21.09,0.13,2.78
21.04,0.15,3.08
20.75,0.07,1.51
21.04,0.09,1.84
21.19,0.07,1.54
21.09,0.03,0.6
21.19,0.1,2.16
21.19,0.06,1.23
21.09,0.1,2.15
21.07,0.04,0.91
21.07,0.0,0.0
21.07,0.1,2.15
21.09,0.03,0.6
21.22,0.03,0.6
21.12,0.06,1.22
21.29,0.1,2.17
21.09,0.19,4.02
21.12,0.1,2.16
20.97,0.15,3.07
21.09,0.04,0.91
21.14,0.12,2.47
21.14,0.0,0.0
21.07,0.09,1.84
21.12,0.06,1.22
21.14,0.1,2.16
21.09,0.1,2.15
21.09,0.04,0.91
21.12,0.07,1.53
21.07,0.06,1.22
21.24,0.0,0.0
21.07,0.15,3.08
21.09,0.07,1.53
21.14,0.07,1.54
21.07,0.0,0.0
21.07,0.1,2.15
21.12,0.04,0.91
21.17,0.0,0.0
21.14,0.06,1.22
21.12,0.0,0.0
21.14,0.09,1.85
21.12,0.12,2.47
21.09,0.09,1.84
21.07,0.12,2.46
21.07,0.09,1.84
21.09,0.15,3.09
21.17,0.01,0.29
21.39,0.07,1.55
21.07,0.09,1.84
21.14,0.16,3.41
21.24,0.06,1.23
21.12,0.03,0.6
21.04,0.09,1.84
21.12,0.09,1.85
21.17,0.06,1.23
21.22,0.12,2.48
21.02,0.04,0.91
21.14,0.07,1.54
21.12,0.04,0.91
21.07,0.1,2.15
21.22,0.04,0.92
21.07,0.03,0.6
21.12,0.1,2.16
21.12,0.07,1.53
21.12,0.06,1.22
21.17,0.07,1.54
21.12,0.07,1.53
21.09,0.01,0.29
21.04,0.04,0.91
21.22,0.07,1.54
21.09,0.09,1.84
21.17,0.06,1.23
21.26,0.12,2.48
21.26,0.06,1.23
21.19,0.07,1.54
21.09,0.06,1.22
21.19,0.03,0.6
21.17,0.12,2.47
21.19,0.04,0.91
21.07,0.06,1.22
21.12,0.06,1.22
21.17,0.0,0.0
21.07,0.13,2.77
21.17,0.12,2.47
21.09,0.03,0.6
21.09,0.01,0.29
21.07,0.06,1.22
21.22,0.09,1.85
21.31,0.12,2.49
21.09,0.07,1.53
21.12,0.09,1.85
21.12,0.15,3.09
21.14,0.04,0.91
21.07,0.01,0.29
21.14,0.09,1.85
21.07,0.12,2.46
21.31,0.07,1.55
21.22,0.01,0.29
21.24,0.07,1.54
21.24,0.04,0.92
21.17,0.07,1.54
21.12,0.06,1.22
21.14,0.1,2.16
21.02,0.12,2.46
21.04,0.09,1.84
21.14,0.01,0.29
21.12,0.09,1.85
21.14,0.03,0.6
21.22,0.15,3.1
21.22,0.1,2.17
21.0,0.1,2.14
21.24,0.09,1.86
21.04,0.12,2.46
21.02,0.0,0.0
21.09,0.1,2.15
21.07,0.07,1.53
21.07,0.04,0.91
21.09,0.04,0.91
21.07,0.07,1.53
21.22,0.12,2.48
21.07,0.06,1.22
21.14,0.07,1.54
21.34,0.04,0.92
20.85,0.09,1.82
21.12,0.01,0.29
21.12,0.0,0.0
21.19,0.1,2.16
21.12,0.03,0.6
21.12,0.04,0.91
21.07,0.06,1.22
21.17,0.07,1.54
21.07,0.04,0.91
21.12,0.07,1.53
21.07,0.15,3.08
21.12,0.04,0.91
21.09,0.03,0.6
21.22,0.06,1.23
21.09,0.15,3.09
21.22,0.09,1.85
21.12,0.06,1.22
21.12,0.03,0.6
21.12,0.09,1.85
21.09,0.13,2.78
21.04,0.09,1.84
21.09,0.07,1.53
21.04,0.09,1.84
