,time,voltage,current,power
705,16:47:08.686,2.61,0.04,0.10439999999999999
706,16:48:08.837,2.56,0.04,0.1024
707,16:49:08.934,2.51,0.03,0.07529999999999999
708,16:50:09.096,2.44,0.04,0.0976
709,16:51:09.061,2.42,0.04,0.0968
710,16:52:09.211,2.37,0.04,0.09480000000000001
711,16:53:09.308,2.34,0.03,0.0702
712,16:54:09.461,2.29,0.04,0.0916
713,16:55:09.557,2.27,0.03,0.0681
714,16:56:09.585,2.22,0.03,0.0666
715,16:57:09.681,2.2,0.03,0.066
716,16:58:09.933,2.17,0.03,0.06509999999999999
717,16:59:09.932,2.1,0.03,0.063
718,17:00:10.083,2.05,0.03,0.06149999999999999
719,17:01:10.180,2.0,0.03,0.06
720,17:02:10.179,1.95,0.01,0.0195
721,17:03:10.304,1.95,0.03,0.058499999999999996
722,17:04:10.456,1.83,0.03,0.0549
723,17:05:10.553,1.78,0.03,0.053399999999999996
724,17:06:10.680,1.73,0.01,0.0173
725,17:07:10.678,1.64,0.01,0.016399999999999998
726,17:08:10.804,1.54,0.01,0.0154
727,17:09:10.930,1.44,0.01,0.0144
728,17:10:11.053,1.37,0.0,0.0
729,17:11:11.178,1.25,0.0,0.0
730,17:12:11.301,1.12,0.0,0.0
731,17:13:11.301,1.05,0.0,0.0
732,17:14:11.451,0.98,0.0,0.0
733,17:15:11.550,0.95,0.0,0.0
734,17:16:11.702,0.88,0.0,0.0
735,17:17:11.800,0.85,0.0,0.0
736,17:18:11.924,0.83,0.0,0.0
737,17:19:12.049,0.81,0.0,0.0
738,17:20:12.174,0.81,0.0,0.0
739,17:21:12.298,0.81,0.0,0.0
740,17:22:12.299,0.78,0.0,0.0
741,17:23:12.422,0.78,0.0,0.0
742,17:24:12.548,0.73,0.0,0.0
743,17:25:12.673,0.71,0.0,0.0
744,17:26:12.830,0.71,0.0,0.0
745,17:27:12.923,0.66,0.0,0.0
746,17:28:13.079,0.61,0.0,0.0
747,17:29:13.175,0.59,0.0,0.0
748,17:30:13.328,0.51,0.0,0.0
749,17:31:13.437,0.49,0.0,0.0
750,17:32:13.547,0.46,0.0,0.0
751,17:33:13.673,0.46,0.0,0.0
752,17:34:13.797,0.39,0.0,0.0
753,17:35:13.921,0.39,0.0,0.0
754,17:36:14.074,0.34,0.0,0.0
755,17:37:14.047,0.34,0.0,0.0
756,17:38:14.200,0.32,0.0,0.0
757,17:39:14.293,0.32,0.0,0.0
758,17:40:14.420,0.29,0.0,0.0
759,17:41:14.542,0.29,0.0,0.0
760,17:42:14.698,0.27,0.0,0.0
761,17:43:14.792,0.24,0.0,0.0
762,17:44:14.944,0.2,0.0,0.0
763,17:45:15.042,0.2,0.0,0.0
764,17:46:15.194,0.17,0.0,0.0
765,17:47:15.292,0.12,0.0,0.0
766,17:48:15.415,0.1,0.0,0.0
767,17:49:15.568,0.1,0.0,0.0
768,17:50:15.695,0.07,0.0,0.0
769,17:51:15.816,0.05,0.0,0.0
770,17:52:15.913,0.05,0.0,0.0
771,17:53:16.069,0.02,0.0,0.0
772,17:54:16.066,0.02,0.0,0.0
773,17:55:16.163,0.0,0.0,0.0
774,17:56:16.290,0.02,0.0,0.0
775,17:57:16.414,0.0,0.0,0.0
776,17:58:16.537,0.0,0.0,0.0
777,17:59:16.663,0.0,0.0,0.0
778,18:00:16.788,0.0,0.0,0.0
779,18:01:16.911,0.0,0.0,0.0
