Voltage_generated,Current_generated,Power_generated,Timestamp_generated,Voltage_used,Current_used,Power_used,Timestamp_used
20.38,-0.02,-0.38,14-Jan-2023 11:30:24,25.01,-0.01,-0.38,14-Jan-2023 11:30:24
