voltage,value
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,6.000000000000005
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
0.5v,10.000000000000009
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
3v,0.6666666666666672
