voltage,value
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
0.5v,0.0
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,-0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
6v,0.1666666666666631
