0.5v,3v,6v,9v,12v,15v,18v,21v,24.5v
-24.0,-2.0000000000000018,-1.3333333333333344,-0.6666666666666722,-0.6666666666666672,-0.8666666666666718,-0.33333333333332626,-0.1904761904761864,-0.20408163265306412
-24.0,-2.0000000000000018,-1.3333333333333344,-0.6666666666666722,-0.6666666666666672,-0.7333333333333295,-0.2222222222222175,-0.1904761904761864,-0.20408163265306412
-24.0,-2.0000000000000018,-0.9999999999999934,-0.6666666666666722,-0.6666666666666672,-0.5333333333333339,-0.2222222222222175,-0.1904761904761864,-0.20408163265306412
-18.000000000000004,-0.9999999999999934,-0.9999999999999934,-0.6666666666666722,-0.5000000000000042,-0.5333333333333339,-0.2222222222222175,-0.1904761904761864,-0.20408163265306412
-14.000000000000002,-0.9999999999999934,-0.9999999999999934,-0.6666666666666722,-0.5000000000000042,-0.4000000000000033,-0.2222222222222175,-0.1904761904761864,-0.12244897959184137
-14.000000000000002,-0.9999999999999934,-0.9999999999999934,-0.6666666666666722,-0.5000000000000042,-0.4000000000000033,-0.2222222222222175,-0.1904761904761864,-0.12244897959184137
-14.000000000000002,-0.9999999999999934,-0.9999999999999934,-0.6666666666666722,-0.5000000000000042,-0.4000000000000033,-0.2222222222222175,-0.1904761904761864,-0.12244897959184137
-14.000000000000002,-0.9999999999999934,-0.9999999999999934,-0.6666666666666722,-0.5000000000000042,-0.4000000000000033,-0.2222222222222175,-0.1904761904761864,-0.12244897959184137
-9.999999999999998,-0.9999999999999934,-0.9999999999999934,-0.33333333333332626,-0.5000000000000042,-0.4000000000000033,-0.2222222222222175,-0.04761904761905506,-0.12244897959184137
-9.999999999999998,-0.9999999999999934,-0.9999999999999934,-0.33333333333332626,-0.33333333333332626,-0.4000000000000033,-0.05555555555556424,-0.04761904761905506,-0.12244897959184137
-9.999999999999998,-0.33333333333332626,-0.9999999999999934,-0.33333333333332626,-0.33333333333332626,-0.266666666666661,-0.05555555555556424,-0.04761904761905506,-0.12244897959184137
-9.999999999999998,-0.33333333333332626,-0.9999999999999934,-0.33333333333332626,-0.33333333333332626,-0.266666666666661,-0.05555555555556424,-0.04761904761905506,-0.12244897959184137
-9.999999999999998,-0.33333333333332626,-0.9999999999999934,-0.33333333333332626,-0.33333333333332626,-0.266666666666661,-0.05555555555556424,-0.04761904761905506,-0.12244897959184137
-9.999999999999998,-0.33333333333332626,-0.5000000000000042,-0.33333333333332626,-0.33333333333332626,-0.266666666666661,-0.05555555555556424,-0.04761904761905506,-0.12244897959184137
-9.999999999999998,-0.33333333333332626,-0.5000000000000042,-0.33333333333332626,-0.33333333333332626,-0.266666666666661,-0.05555555555556424,-0.04761904761905506,-0.12244897959184137
-9.999999999999998,-0.33333333333332626,-0.5000000000000042,-0.33333333333332626,-0.33333333333332626,-0.266666666666661,-0.05555555555556424,-0.04761904761905506,-0.12244897959184137
-9.999999999999998,-0.33333333333332626,-0.5000000000000042,-0.33333333333332626,-0.33333333333332626,-0.266666666666661,-0.05555555555556424,-0.04761904761905506,-0.12244897959184137
-9.999999999999998,-0.33333333333332626,-0.5000000000000042,-0.33333333333332626,-0.33333333333332626,-0.266666666666661,-0.05555555555556424,-0.04761904761905506,-0.12244897959184137
