voltage
0.38 
0.45 
0.53 
0.45 
0.53 
0.50
0.50
0.50
0.50
0.58
0.48
0.50
0.50
0.58
0.50
0.50
0.50
0.50
0.55
0.55
0.45
0.55
0.53
0.53
0.53
0.53
0.55
0.50
0.50
0.53
0.50
0.50
0.50
0.50
0.48
0.38
0.48
0.53
0.53
0.53
0.50
0.50
0.50
0.53
0.50
0.50
0.50
0.50
0.53
0.50
0.55
0.48
0.45
0.50
0.53
0.55
0.50
0.53
0.58
0.50
0.50
0.55
0.53
0.48
0.48
0.50
0.55
0.53
0.50
0.58
0.50
0.48
0.50
0.50
0.50
0.50
0.50
0.53
0.53
0.53
0.50
0.50
0.53
0.55
0.50
0.55
0.53
0.50
0.50
0.50
0.53
0.50
0.50
0.50
0.53
0.50
0.50
0.48
0.58
0.58
0.48
0.50
0.48
0.41
0.50
0.50
0.50
0.53
0.50
0.48
0.50
0.53
0.48
0.50
0.45
0.55
0.45
0.60
0.53
0.48
0.50
0.50
0.53
0.53
0.53
0.53
0.53
0.45
0.43
0.50
0.53
0.50
0.50
0.53
0.53
0.50
0.50
0.50
0.50
0.50
0.53
0.53
0.50
0.53
0.48
0.53
0.48
0.50
0.50
0.53
0.53
0.48
0.50
0.53
0.53
0.50
0.53
0.55
0.53
0.50
0.53
0.50
0.55
0.55
0.53
0.53
0.55
0.50
0.55
0.50
0.53
0.50
0.50
0.48
0.50
0.53
0.50
0.50
0.53
0.50
0.55
0.48
0.50
0.50
0.50
0.50
0.50
0.50
0.53
0.50
0.50
0.48
0.53
0.50
0.50
0.45
0.48
0.50
0.53
0.50
0.53
0.50
0.50
0.50
0.53
0.50
0.53
0.53
0.53
0.50
0.53
0.55
0.50
0.50
0.55
0.53
0.53
0.53
0.50
0.50
0.50
0.48
0.50
0.50
0.55
0.50
0.53
0.53
0.53
0.50
0.50
0.53
0.53
0.53
0.50
0.50
0.50
0.48
0.50
0.50
0.48
0.50
0.50
0.50
0.50
0.50
0.50
0.43
0.53
0.53
0.50
0.50
0.50
0.50
0.50
0.50
0.53
0.53
0.53
0.53
0.53
0.55
0.50
0.50
0.50
0.50
0.48
0.50
0.50
0.50
0.50
0.50
0.50
0.50
0.53
0.45
0.50
0.55
0.48
0.48
0.53
0.50
0.50
0.50
0.50
0.50
0.50
0.50
0.48
0.50
0.45
0.50
0.50
0.53
0.50
0.48
0.50
0.50
0.50
0.50
0.53
0.48
0.53
0.50
0.45
0.50
0.50
0.50
0.53
0.50
0.50
0.50
0.53
0.50
0.48
0.50
0.50
0.50
0.53
0.50
0.43
0.50
0.50
0.50
0.50
0.48
0.53
0.50
0.53
0.50
0.50
0.50
0.53
0.53
0.50
0.53
0.48
0.50
0.53
0.50
0.45
0.50
0.53
0.53
0.50
0.50
0.53
0.50
0.53
0.48
0.53
0.50
0.38
0.50
0.50
0.48
0.53
0.50
0.50
0.45
0.53
0.50
0.48
0.50
0.50
0.50
0.50
0.53
0.53
0.50
0.53
0.50
0.50
0.50
0.50
0.48
0.53
0.53
0.55
0.53
0.50
0.48
0.50
0.53
0.50
0.53
0.53
0.53
0.50
0.50
0.50
0.48
0.50
0.53
0.48
0.53
0.50
0.48
0.50
0.50
0.48
0.50
0.55
0.50
0.53
0.50
0.50
0.48
0.50
0.50
0.50
0.53
0.50
0.50
0.50
0.48
0.48
0.50
0.50
0.48
0.50
0.53
0.50
0.50
0.50
0.50
0.53
0.50
0.50
0.53
0.53
0.50
0.53
0.50
0.53
0.48
0.53
0.53
0.55
0.53
0.53
0.53
0.50
0.50
0.50
0.50
0.50
0.50
0.48
0.50
0.50
0.50
0.48
0.48
0.55
0.53
0.50
0.50
0.53
0.53
0.53
0.50
0.50
0.50
0.50
0.50
0.50
0.48
0.53
0.55
0.55
0.53
0.50
0.50
0.50
0.50
0.53
0.53
0.53
0.50
0.48
0.50
0.50
0.50
0.50
0.50
0.50
0.50
0.53
0.50
0.50
0.50
0.53
0.50
0.50
0.50
0.48
0.50
0.50
0.55
0.53
0.50
0.50
0.53
0.50
0.50
0.45
0.50
0.50
0.50
0.53
0.53
0.55
0.50
0.55
0.50
0.50
0.50
0.53
0.50
0.50
0.53
0.50
0.50
0.53
0.50
0.50
0.53
0.50
0.48
0.43
0.48
0.50
0.53
0.53
0.50
0.53
0.53
0.53
0.53
0.50
0.50
0.50
0.50
0.50
0.50
0.53
0.48
0.50
0.53
0.55
0.53
0.50
0.50
0.53
0.50
0.53
0.45
0.53
0.50
0.53
0.50
0.53
0.53
0.50
0.55
0.53
0.55
0.53
0.50
0.53
0.50
0.50
0.48
0.50
0.53
0.53
0.53
0.53
0.53
0.53
0.48
0.50
0.53
0.50
0.50
0.53
0.53
0.53
0.50
0.53
0.50
0.55
0.50
0.55
0.53
0.50
0.50
0.53
0.53
0.50
0.50
0.53
0.50
0.53
0.53
0.53
0.53
0.50
0.53
0.53
0.50
0.50
0.48
0.55
0.50
0.53
0.50
0.48
0.50
0.50
0.48
0.50
0.50
0.48
0.50
0.48
0.50
0.50
0.50
0.50
0.48
0.50
0.50
0.53
0.50
0.53
0.53
0.50
0.50
0.50
0.50
0.55
0.50
0.50
0.53
0.50
0.53
0.50
0.50
0.53
0.53
0.50
0.48
0.50
0.50
0.48
0.50
0.53
0.53
0.48
0.50
0.53
0.50
0.50
0.50
0.48
0.50
0.53
0.53
0.53
0.50
0.53
0.50
0.50
0.53
0.50
0.58
0.50
0.58
0.50
0.53
0.48
0.50
0.50
0.53
0.53
0.50
0.48
0.50
0.53
0.48
0.53
0.48
0.50
0.48
0.50
0.53
0.45
0.50
0.50
0.53
0.50
0.50
0.48
0.50
0.50
0.50
0.50
0.50
0.50
0.50
0.50
0.50
0.50
0.50
0.50
0.53
0.50
0.50
0.48
0.50
0.50
0.50
0.53
0.50
0.50
0.48
0.50
0.50
0.53
0.53
0.53
0.53
0.53
0.50
0.53
0.50
0.55
0.53
0.50
0.50
0.53
0.48
0.53
0.50
0.50
0.50
0.50
0.48
0.50
0.50
0.48
0.50
0.45
0.48
0.45
0.50
0.53
0.48
0.50
0.50
0.50
0.50
0.50
0.50
0.53
0.50
0.48
0.50
0.50
0.50
0.50
0.53
0.50
0.50
0.50
0.50
0.53
0.50
0.50
0.48
0.50
0.50
0.48
0.50
0.53
0.45
0.50
0.50
0.48
0.53
0.55
0.53
0.50
0.53
0.50
0.53
0.50
0.50
0.53
0.53
0.50
0.53
0.50
0.53
0.53
0.53
0.50
0.53
0.48
0.50
0.50
0.48
0.53
0.50
0.50
0.53
0.50
0.50
0.50
0.53
0.53
0.53
0.50
0.53
0.50
0.53
0.53
0.53
0.53
0.53
0.55
0.50
0.53
0.50
0.50
0.58
0.50
0.50
0.50
0.53
0.50
0.50
0.53
0.55
0.50
0.50
0.50
0.50
0.50
0.53
0.50
0.53
0.53
0.53
0.53
0.50
0.50
0.50
0.50
0.50
0.50
0.53
0.53
0.50
0.53
0.53
0.50
0.53
0.50
0.48
0.50
0.50
0.50
0.53
0.53
0.50
0.50
0.50
0.50
0.50
0.53
0.53
0.50
0.50
0.50
0.53
0.50
0.53
0.55
0.53
0.53
0.55
0.53
0.53
0.53
0.50
0.50
0.55
0.50
0.48
0.53
0.53
0.53
0.50
0.53
0.53
0.53
0.55
0.50
0.50
0.50
0.50
0.55
0.50
0.50
0.53
0.55
0.53
0.53
0.50
0.55
0.50
0.50
0.48
0.48
0.50
0.50
0.50
0.53
0.55
0.53
0.53
0.55
0.50
0.50
0.50
0.50
0.53
0.50
0.53
0.50
0.50
0.48
0.50
0.50
0.53
0.50
0.53
0.50
0.50
0.50
0.50
0.53
0.53
0.50
0.53
0.50
0.53
0.50
0.50
0.55
0.50
0.48
0.48
0.55
0.53
0.50
0.50
0.50
0.53
0.53
0.50
0.53
0.50
0.53
0.50
0.50
0.50
0.50
0.53
0.48
0.48
0.53
0.50
0.53
0.53
0.53
0.50
0.53
0.53
0.48
0.50
0.50
0.48
0.50
0.50
0.50
0.50
